"TOA5","138g10-SWL-T Reynolds West Toeslope","CR1000","43536","CR1000.Std.32.04","CPU:Reynolds_West_Toeslope.1.0.CR1","53294","Table2"
"TIMESTAMP","RECORD","BattV_Min","O2_Avg(1)","O2_Avg(2)","O2_Avg(3)","CO2_1_Avg","CO2_2_Avg","CO2_3_Avg","TDR310_1_VWC_Avg","TDR310_1_Temp_Avg","TDR310_1_Ka_Avg","TDR310_1_ECb_Avg","TDR310_1_ECw_Avg","TDR310_2_VWC_Avg","TDR310_2_Temp_Avg","TDR310_2_Ka_Avg","TDR310_2_ECb_Avg","TDR310_2_ECw_Avg","TDR310_3_VWC_Avg","TDR310_3_Temp_Avg","TDR310_3_Ka_Avg","TDR310_3_ECb_Avg","TDR310_3_ECw_Avg","O2_Std(1)","O2_Std(2)","O2_Std(3)","CO2_1_Std","CO2_2_Std","CO2_3_Std","TDR310_1_VWC_Std","TDR310_1_Temp_Std","TDR310_1_Ka_Std","TDR310_1_ECb_Std","TDR310_1_ECw_Std","TDR310_2_VWC_Std","TDR310_2_Temp_Std","TDR310_2_Ka_Std","TDR310_2_ECb_Std","TDR310_2_ECw_Std","TDR310_3_VWC_Std","TDR310_3_Temp_Std","TDR310_3_Ka_Std","TDR310_3_ECb_Std","TDR310_3_ECw_Std"
"2021-12-08 15:00:00",1294,14.02,39.14,39.48,38.44,913.7719,1588.198,2674.579,5.318334,-0.3,3.918333,38.68333,1149.2,5.043333,2.2,3.803333,31.81667,932.1166,2.296666,6.8,2.71,38.58333,1033.183,0,0,0.042,2.997321,2.426306,3.635,0.03869392,0,0.03869392,0.645282,19.24907,0.0558768,0,0.01795057,1.072251,31.31086,0.5913169,0,0.2487971,1.158903,32.88642
"2021-12-08 16:00:00",1295,13.77,39.14,39.48,38.43,909.633,1585.349,2672.381,5.336667,-0.3,3.936667,38.83333,1154.367,5.036666,2.2,3.803333,32.03333,938.4667,2.253333,6.8,2.698333,38.28333,1024.133,0.002,0.002,0.063,2.175612,3.733932,4.217,0.0481894,0,0.0481894,0.5821416,17.05771,0.05467068,0,0.01795057,1.290564,37.80849,0.5226429,0,0.2171725,0.8773382,26.60606
"2021-12-08 17:00:00",1296,13.31,39.14,39.48,38.45,904.4959,1582.169,2670.599,5.321666,-0.3,3.921667,38.9,1155.817,5.034999,2.2,3.801666,32.2,943.3,2.183333,6.8,2.66,38.55,1030.2,0.002,0.002,0.047,2.909212,2.702519,3.29,0.04119731,0,0.04119731,0.6244999,18.67484,0.0510718,0,0.01280193,0.9797959,28.64222,0.4597705,0,0.1933908,1.101892,30.3017
"2021-12-08 18:00:00",1297,13.19,39.15,39.49,38.43,893.8337,1577.514,2669.163,5.331666,-0.3,3.931667,39.06667,1161.133,5.05,2.2,3.805,32.03333,938.7,2.233333,6.8,2.681667,38.31667,1024.483,0,0,0.081,6.083228,3.087667,3.748,0.04651757,0,0.04651757,0.7272475,21.89936,0.05916074,0,0.02179453,1.16857,34.43753,0.4908043,0,0.2085599,0.7635807,21.08435
"2021-12-08 19:00:00",1298,13.14,39.15,39.49,38.46,880.7532,1572.332,2667.243,5.328333,-0.3,3.928333,39.03333,1159.983,5.038333,2.2,3.803333,32.4,949.4167,2.165,6.8,2.656667,38.58333,1030.65,0,0,0.042,5.241165,3.311279,4.537,0.04506164,0,0.04506164,0.9303524,27.46118,0.05505043,0,0.01795057,0.9165152,26.96003,0.4130476,0,0.1745152,1.129774,32.92255
"2021-12-08 20:00:00",1299,13.1,39.15,39.49,38.46,874.2465,1567.977,2666.77,5.348333,-0.3,3.948333,39.23333,1166.867,5.03,2.2,3.801666,32.23333,943.9333,2.085,6.8,2.618333,38.43333,1025.033,0.001,0.001,0.031,3.241346,2.754176,3.605,0.04997217,0,0.04997217,1.159981,35.23042,0.04932878,0,0.01280193,1.13088,33.44292,0.2166602,0,0.09218039,0.9551032,26.61889
"2021-12-08 21:00:00",1300,13.06,39.15,39.49,38.47,871.8425,1565.192,2665.756,5.353333,-0.3,3.953333,39.05,1161.483,5.021667,2.2,3.8,32.1,939.9,2.175,6.8,2.66,38.35,1024.333,0.002,0.002,0.002,2.951323,3.048658,3.911,0.04988872,0,0.04988872,0.9733961,29.15047,0.04119731,0,0,1.121011,32.81702,0.4105383,0,0.174356,0.9096702,25.79578
"2021-12-08 22:00:00",1301,13.03,39.16,39.5,38.47,873.6679,1564.441,2666.81,5.348333,-0.3,3.948333,39.21667,1166.25,5.056666,2.2,3.805,32.33333,948.0667,2.165,6.8,2.648333,38.38334,1025.167,0,0,0,2.316264,2.398464,3.597,0.04997217,0,0.04997217,1.066015,32.04769,0.05878392,0,0.02179453,1.105542,32.37173,0.4065403,0,0.1688112,0.9325889,26.26225
"2021-12-08 23:00:00",1302,13,39.16,39.5,38.48,873.6183,1564.967,2669.4,5.345,-0.3,3.945,39.21667,1166.067,5.023333,2.2,3.801666,32.13334,940.95,2.368333,6.8,2.738333,38.58333,1034.217,0.001,0.001,0.001,2.781047,2.801456,3.07,0.04974932,0,0.04974932,1.066015,31.85795,0.04606754,0,0.01280193,1.040299,30.54364,0.6323216,0,0.2677634,1.004849,28.26546
"2021-12-09 00:00:00",1303,12.98,39.16,39.5,38.48,871.519,1564.416,2668.476,5.328333,-0.3,3.928333,39.21667,1165.5,5.021667,2.2,3.8,32.25,944.4167,2.348333,6.8,2.735,38.33333,1027.633,0.001,0.001,0.001,2.999579,2.279795,5.107,0.04506164,0,0.04506164,0.914543,27.19222,0.04119731,0,0,1.058694,31.10535,0.6422595,0,0.2688401,1.01105,31.81507
"2021-12-09 01:00:00",1304,12.95,39.16,39.5,38.48,872.8729,1564.384,2669.211,5.33,-0.3,3.93,38.95,1157.517,5.056666,2.2,3.803333,32.28333,946.3333,2.191666,6.8,2.668333,38.46667,1027.983,0.001,0.001,0.001,2.65461,2.781996,3.903,0.04582571,0,0.04582571,0.5894913,17.61107,0.0558768,0,0.01795057,1.034274,30.63422,0.4572715,0,0.1927794,0.9741093,27.19834
"2021-12-09 02:00:00",1305,12.92,39.17,39.51,38.46,872.1948,1564.03,2667.3,5.326667,-0.3533333,3.926666,39.2,1164.85,5.043333,2.2,3.801666,31.63333,926.9333,2.175,6.8,2.653333,38.48333,1027.917,0.001,0.001,0.061,2.692217,2.678876,3.837,0.04422162,0.04988876,0.04422162,0.8717797,25.45377,0.05280988,0,0.01280193,1.064059,31.66642,0.4105383,0,0.1746107,0.957282,26.71285
"2021-12-09 03:00:00",1306,12.9,39.17,39.51,38.43,871.0545,1564.544,2666.612,5.328333,-0.4,3.928333,39.03333,1160,5.026666,2.2,3.801666,31.96667,936.3,2.22,6.8,2.676666,38.75,1035.967,0.002,0.002,0.081,1.93286,3.113071,2.972,0.04506164,0,0.04506164,0.6046119,17.74448,0.04784229,0,0.01280193,1.064059,31.65612,0.485043,0,0.1994715,1.058694,30.36279
"2021-12-09 04:00:00",1307,12.88,39.18,39.52,38.38,874.0934,1565.145,2665.895,5.32,-0.4,3.92,38.91667,1156.217,5.03,2.2,3.8,32.2,943.2167,2.108333,6.8,2.64,38.66667,1031.667,0,0,0.12,2.533473,2.355267,4.291,0.03999996,0,0.03999996,0.4199868,12.30053,0.04582571,0,0,1.10755,32.72873,0.2905694,0,0.12,1.01105,26.72369
"2021-12-09 05:00:00",1308,12.85,39.18,39.52,38.26,870.7207,1563.829,2662.876,5.308333,-0.4866666,3.908333,38.88334,1154.55,5.041666,2.2,3.8,31.81667,932.2667,2.175,6.8,2.663333,38.68333,1033.25,0,0,0.113,1.929243,2.714541,3.053,0.02763851,0.03399347,0.02763851,0.6348666,18.72647,0.04930061,0,0,1.284415,37.61731,0.4101321,0,0.1741328,1.161775,31.64313
"2021-12-09 06:00:00",1309,12.84,39.18,39.52,38.2,867.8514,1564.997,2662.268,5.301667,-0.5666667,3.901666,38.76667,1150.983,5.023333,2.2,3.8,31.98333,936.3333,2.211666,6.8,2.673333,38.46667,1027.933,0.002,0.002,0.078,2.738307,2.636664,3.557,0.0128019,0.04714046,0.0128019,0.5280993,15.91592,0.04229522,0,0,1.258195,36.57215,0.4450063,0,0.186964,0.9030811,26.33051
"2021-12-09 07:00:00",1310,12.83,39.18,39.52,38.27,864.9205,1565.336,2662.825,5.311666,-0.6316666,3.911667,38.98333,1157.633,5.055,2.2,3.803333,32.21667,944.6,2.163333,6.798333,2.653333,38.63334,1031.933,0,0,0.12,2.698597,2.463101,4.101,0.03210224,0.0465176,0.03210224,0.957282,28.6298,0.05605052,0,0.01795057,1.126819,33.47546,0.4143134,0.01280196,0.1746107,1.16857,32.89826
"2021-12-09 08:00:00",1311,12.82,39.18,39.52,38.32,863.9719,1565.792,2663.399,5.301667,-0.7399999,3.901666,38.9,1154.75,5.056666,2.2,3.805,31.78333,931.8167,2.09,6.795,2.63,38.7,1032.1,0,0,0.126,2.694991,3.331354,3.176,0.0128019,0.04898981,0.0128019,0.8888195,26.39358,0.05878392,0,0.02179453,1.066015,31.37116,0.2150194,0.02179458,0.09539394,0.9539392,26.35887
"2021-12-09 09:00:00",1312,12.82,39.18,39.52,38.31,860.0471,1564.867,2661.821,5.3,-0.855,3.9,39.05,1159.15,5.045,2.2,3.803333,32.21667,944.2,2.191666,6.786666,2.668333,38.68333,1033.75,0,0,0.119,3.065043,2.327361,3.735,0,0.04974936,0,0.6689544,19.67132,0.05605052,0,0.01795057,1.001527,29.67199,0.4572715,0.03399359,0.1927794,1.1029,29.99368
"2021-12-09 10:00:00",1313,12.84,39.18,39.52,38.41,856.9952,1564.062,2662.77,5.3,-0.9299999,3.9,38.98333,1156.483,5.053333,2.2,3.803333,32.2,943.85,2.163333,6.783333,2.66,38.63334,1031.9,0,0,0.118,3.394606,2.539813,3.526,0,0.04582576,0,0.7186021,21.27557,0.05617428,0,0.01795057,1.029563,30.77219,0.413508,0.03726794,0.174356,0.9994442,27.45888
"2021-12-09 11:00:00",1314,13.2,39.18,39.52,38.42,860.5457,1562.009,2662.088,5.3,-1,3.9,38.88334,1153.483,5.031667,2.2,3.801666,31.86667,933.3834,2.306667,6.783333,2.716666,38.73333,1037.117,0.003,0.003,0.105,3.867826,2.814621,3.615,0,0,0,0.8961337,26.75039,0.04997217,0,0.01280193,1.334999,39.07433,0.5876129,0.03726794,0.2470942,1.152774,32.59861
"2021-12-09 12:00:00",1315,14.43,39.18,39.52,38.46,863.225,1560.303,2661.175,5.3,-0.9766666,3.9,38.88334,1153.667,5.038333,2.2,3.801666,31.96667,936.4333,2.276666,6.783333,2.705,38.6,1033,0,0,0.068,3.524031,2.945842,4.293,0,0.04229527,0,0.5505048,16.41916,0.05193473,0,0.01280193,1.23783,36.47984,0.5556878,0.03726794,0.2312466,1.067708,30.03498
"2021-12-09 13:00:00",1316,14.47,39.18,39.52,38.44,858.9457,1558.605,2659.933,5.3,-0.8999999,3.9,38.9,1153.967,5.051666,2.2,3.81,32.31667,947.45,2.225,6.786666,2.678333,38.78333,1036.933,0,0,0.084,4.121709,2.784306,4.094,0,0,0,0.5385165,16.17917,0.06706127,0,0.03000004,1.1029,32.35451,0.493837,0.03399358,0.2090388,1.239511,35.81102
"2021-12-09 14:00:00",1317,14.41,39.18,39.52,38.39,860.6155,1556.946,2658.455,5.3,-0.8999999,3.9,38.86666,1153.317,5.051666,2.2,3.803333,32.05,939.6,2.221667,6.768333,2.68,38.68333,1034.167,0,0,0.113,3.009826,2.802374,3.24,0,0,0,0.9213517,27.36207,0.0562484,0,0.01795057,1.203121,35.17869,0.4899291,0.0465178,0.2039608,1.11791,31.60389
"2021-12-09 15:00:00",1318,14.46,39.18,39.52,38.3,862.6381,1554.566,2656.978,5.3,-0.8999999,3.9,38.71667,1149,5.041666,2.2,3.803333,32.23333,944.5,2.223333,6.773333,2.686666,38.66667,1033.75,0,0,0.134,3.334561,2.033119,3.902,0,0,0,0.6348666,18.97103,0.05565263,0,0.01795057,1.038696,30.53986,0.4890012,0.04422183,0.2028683,1.05935,29.18597
"2021-12-09 16:00:00",1319,14.17,39.18,39.52,38.36,861.3765,1553.343,2657.263,5.3,-0.8999999,3.9,38.93333,1155.75,5.028333,2.2,3.8,31.9,934.35,2.325,6.761666,2.721667,38.41667,1029.217,0,0,0.121,3.99218,2.627275,2.966,0,0,0,0.8730534,25.99207,0.04506164,0,0,1.287116,37.65095,0.6166103,0.04862003,0.2595455,1.004849,29.19195
"2021-12-09 17:00:00",1320,13.49,39.18,39.52,38.45,859.7728,1552.974,2656.669,5.3,-0.965,3.9,38.83333,1152.65,5.065,2.2,3.81,32,938.45,2.175,6.751666,2.661666,38.5,1028.333,0.001,0.001,0.077,3.816967,2.856334,3.69,0,0.04769697,0,0.7993053,23.55407,0.06538342,0,0.03000004,1.064581,31.16591,0.4101321,0.0499724,0.1742524,0.9219545,25.74404
"2021-12-09 18:00:00",1321,13.21,39.18,39.52,38.48,864.8615,1552.309,2656.339,5.3,-1.063333,3.9,39.01667,1157.1,5.045,2.2,3.803333,32.03333,938.7833,2.28,6.733333,2.71,38.2,1022.4,0.002,0.003,0.063,4.552061,2.817906,4.49,0,0.04818945,0,0.8849043,26.26385,0.05605052,0,0.01795057,1.124969,33.53013,0.5543164,0.04714063,0.23,0.678233,21.19607
"2021-12-09 19:00:00",1322,13.13,39.18,39.52,38.46,875.3837,1550.871,2654.663,5.3,-1.166667,3.9,39.08333,1158.233,5.046667,2.2,3.81,32.11666,941.2167,2.063333,6.728333,2.613333,38.2,1018.283,0,0,0.093,3.058846,2.61727,3.733,0,0.05055251,0,0.8424501,25.1796,0.06699911,0,0.03000004,1.184507,35.06855,0.0481894,0.04506185,0.03399351,0.678233,18.00286
"2021-12-09 20:00:00",1323,13.08,39.18,39.52,38.45,875.1904,1549.275,2653.538,5.3,-1.331667,3.9,39.05,1155.917,5.04,2.2,3.801666,32.23333,944.6166,2.288333,6.718333,2.708333,38.38334,1027.267,0,0,0.096,2.433424,2.428065,4.029,0,0.04651763,0,0.8836477,26.10766,0.05228125,0,0.01280193,1.145523,33.61007,0.5513896,0.0386941,0.2304284,0.8183656,23.58027
"2021-12-09 21:00:00",1324,13.04,39.18,39.52,38.5,873.0784,1547.967,2651.217,5.3,-1.453333,3.9,39.11666,1157.433,5.051666,2.2,3.81,32.25,945.4,2.191666,6.71,2.673333,38.53333,1029.8,0,0,0,2.579949,3.225101,4.025,0,0.04988878,0,0.8183656,24.15807,0.06706127,0,0.03000004,1.058694,30.9199,0.4572715,0.03000011,0.1922383,0.9392669,28.27237
"2021-12-09 22:00:00",1325,13.01,39.18,39.52,38.49,868.6949,1546.587,2649.027,5.3,-1.5,3.9,39.61666,1172.15,5.043333,2.2,3.805,32.15,942.2167,2.165,6.711667,2.656667,38.4,1025.717,0,0,0.042,2.994114,2.72538,3.359,0,0,0,1.050264,31.04718,0.05878391,0,0.02179453,1.137614,33.28768,0.4130476,0.03210239,0.1745152,0.8602325,25.61516
"2021-12-09 23:00:00",1326,12.97,39.18,39.52,38.5,862.3475,1544.144,2648.665,5.3,-1.521667,3.9,39.43333,1166.717,5.04,2.2,3.803333,31.96667,936.4667,2.085,6.713333,2.618333,38.43333,1025.017,0,0,0,2.25051,2.421999,3.39,0,0.04119736,0,1.038696,30.73385,0.05537744,0,0.01795057,1.264472,37.53419,0.2158896,0.03399359,0.09218039,0.9012337,24.0295
"2021-12-10 00:00:00",1327,12.94,39.18,39.52,38.5,859.435,1542.09,2646.065,5.3,-1.563333,3.9,39.51667,1169.2,5.041666,2.2,3.806667,31.98333,937.2167,2.176666,6.706666,2.655,38.78333,1035.883,0,0,0,3.456408,3.28588,4.096,0,0.04818945,0,1.008161,29.80369,0.06135048,0,0.02494442,1.14734,33.83592,0.4100271,0.02494448,0.1745709,1.001527,28.23183
"2021-12-10 01:00:00",1328,12.92,39.18,39.52,38.5,851.6298,1537.167,2644.96,5.3,-1.518333,3.9,39.31667,1163.233,5.043333,2.2,3.805,32.25,944.9667,2.1,6.703333,2.62,38.4,1024.133,0,0,0,2.833819,3.448759,3.25,0,0.03869396,0,1.087684,32.2182,0.05878391,0,0.02179453,1.058694,31.91288,0.2129163,0.01795062,0.09273621,0.8602325,24.19536
"2021-12-10 02:00:00",1329,12.88,39.18,39.52,38.5,846.1683,1534.705,2643.644,5.3,-1.511667,3.9,39.23333,1160.75,5.046667,2.2,3.808333,31.85,933.3666,2.141666,6.699999,2.65,38.36666,1024.2,0,0,0,2.97697,2.891265,3.233,0,0.03210227,0,1.10101,32.62955,0.06446353,0,0.02763858,1.19478,35.37041,0.3536909,0,0.1466288,0.8359957,22.48911
"2021-12-10 03:00:00",1330,12.86,39.19,39.56,38.51,841.0781,1531.908,2644.01,5.3,-1.593333,3.9,39.4,1165.683,5.081666,2.2,3.811667,32.01667,939.5833,2.206666,6.699999,2.671666,38.5,1028.8,0.002,0.071,0.002,2.346653,2.066841,3.763,0,0.02494439,0,1.157584,34.29018,0.06189143,0,0.03210231,1.14734,34.01925,0.4464178,0,0.1871645,0.9398581,25.0385
"2021-12-10 04:00:00",1331,12.84,39.19,39.66,38.51,838.2618,1530.084,2646.319,5.298333,-1.638333,3.9,39.36666,1164.7,5.05,2.2,3.806667,31.91667,935.5333,2.148333,6.699999,2.645,38.6,1030.45,0.002,0.116,0.002,2.169984,2.171418,3.949,0.01280196,0.04861985,0,0.9480975,28.07151,0.06191386,0,0.02494442,1.294754,38.00722,0.3589298,0,0.1532155,0.9165152,24.21255
"2021-12-10 05:00:00",1332,12.81,39.21,39.83,38.51,837.4982,1528.44,2645.85,5.266667,-1.73,3.898333,39.01667,1153.067,5.055,2.2,3.805,32,938.0333,2.123333,6.703333,2.631667,38.41667,1025.05,0.047,0.086,0,2.462426,2.143771,3.741,0.05055267,0.04582571,0.01280193,0.695022,20.65822,0.05894907,0,0.02179453,1,29.84458,0.2877306,0.01795062,0.1190122,0.8424501,23.77143
"2021-12-10 06:00:00",1333,12.8,39.35,39.87,38.51,837.139,1528.174,2647.472,5.121666,-1.846667,3.833333,38.98333,1145.683,5.065,2.2,3.81,31.96667,937.4,2.311667,6.699999,2.713333,38.6,1033.65,0.124,0.022,0,2.843923,2.56434,3.897,0.0634866,0.04988877,0.04714052,0.645282,19.4495,0.06538342,0,0.03000004,1.16857,34.61512,0.5848338,0,0.2479696,0.9165152,27.23467
"2021-12-10 07:00:00",1334,12.78,39.52,39.88,38.51,840.2264,1527.893,2650.017,5.025,-1.931667,3.798333,38.76667,1134.417,5.051666,2.2,3.805,31.96667,937.1334,2.225,6.699999,2.683333,38.53333,1030.317,0.047,0,0,3.020393,2.663624,4.121,0.04699286,0.04651763,0.0128019,0.692018,20.85769,0.05913726,0,0.02179453,1.064059,31.19961,0.493837,0,0.2083,0.9568467,27.62878
"2021-12-10 08:00:00",1335,12.77,39.54,39.88,38.51,846.3099,1529.964,2651.053,4.941667,-2,3.75,38.56667,1122.133,5.068333,2.2,3.811667,32.03333,939.5333,2.163333,6.699999,2.65,38.71667,1034.083,0,0,0,2.999827,2.478528,2.927,0.06400948,0,0.04999995,0.7386173,21.84832,0.06706127,0,0.03210231,1.064059,30.80447,0.413508,0,0.1746425,0.9847448,26.8721
"2021-12-10 09:00:00",1336,12.77,39.54,39.88,38.51,850.7906,1530.663,2652.097,4.84,-2.05,3.701667,38.38334,1112.717,5.043333,2.2,3.806667,32.15,942.2333,2.206666,6.699999,2.67,38.63334,1032.383,0,0,0,2.646101,2.409692,3.429,0.06110101,0.04999995,0.0128019,0.5799904,17.19989,0.06155388,0,0.0249444,1.07742,31.32963,0.4527202,0,0.1926136,1.110055,29.31501
"2021-12-10 10:00:00",1337,12.97,39.53,39.87,38.51,854.9375,1530.092,2652.756,4.741666,-2.1,3.7,38.33333,1107.267,5.061666,2.2,3.805,32.26667,946.2167,2.31,6.699999,2.716666,38.45,1029.55,0.003,0.003,0.003,2.397524,2.868048,3.907,0.05257287,0,0,0.6497863,18.76865,0.05799898,0,0.02179453,1.078064,31.86539,0.5815783,0,0.2430135,0.9733961,28.67311
"2021-12-10 11:00:00",1338,13.55,39.53,39.87,38.5,852.0071,1530.922,2652.948,4.708333,-2.025,3.698333,38.3,1104.467,5.085,2.2,3.816666,32.06667,941.2333,2.135,6.699999,2.643333,38.76667,1034.867,0.003,0.003,0.003,2.122265,2.508153,3.034,0.03312443,0.04330122,0.01280193,1.053565,30.50217,0.06788464,0,0.03726785,1.181336,35.6891,0.3623189,0,0.1531521,1.070306,29.14359
"2021-12-10 12:00:00",1339,14.67,39.52,39.86,38.5,846.8309,1529.641,2651.886,4.693333,-1.99,3.693333,38.2,1099.517,5.063333,2.2,3.81,32,938.4833,2.301666,6.699999,2.711666,38.66667,1035.367,0.003,0.003,0.003,3.237717,2.552067,3.864,0.02494436,0.03000001,0.02494442,0.8124039,23.06548,0.06574355,0,0.03000004,1.048809,30.44256,0.5892062,0,0.2483893,1.090362,31.22284
"2021-12-10 13:00:00",1340,14.66,39.51,39.85,38.49,845.2526,1529.848,2651.166,4.676666,-1.905,3.676666,37.8,1086.317,5.065,2.2,3.813333,31.81667,932.9167,2.32,6.699999,2.721667,38.7,1036.7,0.003,0.003,0.003,2.730958,2.118931,3.789,0.04229522,0.02179449,0.04229532,0.8124039,23.43039,0.07029691,0,0.03399351,1.072251,31.53479,0.6188161,0,0.2595455,1.1,29.32252
"2021-12-10 14:00:00",1341,14.43,39.51,39.85,38.49,847.5353,1529.131,2648.952,4.668333,-1.838333,3.67,37.75,1084.433,5.078333,2.2,3.811667,31.96667,937.9667,2.376667,6.699999,2.745,38.65,1036.383,0,0,0,2.449467,2.995333,3.616,0.04997217,0.04861985,0.04582582,0.9937304,28.86311,0.0634866,0,0.03210231,1.290564,38.21778,0.6550742,0,0.2710628,1.107926,31.86016
"2021-12-10 15:00:00",1342,14.4,39.51,39.85,38.49,849.2041,1528.738,2648.194,4.648333,-1.7,3.655,37.73333,1083.267,5.055,2.2,3.808333,31.91667,935.7333,2.3,6.699999,2.71,38.75,1037.6,0,0,0,2.297946,2.463106,4.161,0.06189142,0.03651482,0.04974944,0.8137704,23.59793,0.06435572,0,0.02763858,1.084615,32.26136,0.5853775,0,0.2447447,1.233221,36.6607
"2021-12-10 16:00:00",1343,14.35,39.51,39.85,38.48,850.7898,1529.839,2649.56,4.635,-1.606667,3.638333,37.56667,1077.983,5.076666,2.2,3.815,31.66667,929.15,2.268333,6.699999,2.7,38.7,1035.667,0.003,0.003,0.003,2.421606,2.222878,4.138,0.05423708,0.02494437,0.04861991,1.006093,28.95715,0.06920173,0,0.03570719,1.247219,36.88081,0.5590145,0,0.232379,1.159023,32.03054
