"TOA5","NB-T","CR1000","47949","CR1000.Std.32.04","CPU:Reynolds_Noth_Midslope.CR1","65104","Table2"
"TIMESTAMP","RECORD","BattV_Min","O2_Avg(1)","O2_Avg(2)","CO2_1_Avg","CO2_2_Avg","TDR310_1_Temp_Avg","TDR310_1_Ka_Avg","TDR310_1_ECb_Avg","TDR310_1_ECw_Avg","TDR310_2_VWC_Avg","TDR310_2_Temp_Avg","TDR310_2_Ka_Avg","TDR310_2_ECb_Avg","TDR310_2_ECw_Avg","O2_Std(1)","O2_Std(2)","CO2_1_Std","CO2_2_Std","TDR310_1_VWC_Std","TDR310_1_Temp_Std","TDR310_1_Ka_Std","TDR310_1_ECb_Std","TDR310_1_ECw_Std","TDR310_2_VWC_Std","TDR310_2_Temp_Std","TDR310_2_Ka_Std","TDR310_2_ECb_Std","TDR310_2_ECw_Std"
"2021-10-29 21:00:00",9,13.13,41.3,-161.6,"NAN",0,7.525,10.9,150.7667,1740.35,0,0,0,0,0,0.001,0.932,"NAN",0,0.06155418,0.05951184,0.03162275,0.9012337,12.41078,0,0,0,0,0
"2021-10-29 22:00:00",10,13.11,41.3,-159.1,"NAN",0,7.336667,10.88833,150.05,1738.933,0,0,0,0,0,0.001,1.471,"NAN",0,0.07386201,0.05153205,0.03210208,1.086662,13.87428,0,0,0,0,0
"2021-10-29 23:00:00",11,13.09,41.31,-156.3,"NAN",0,7.164999,10.86333,149.3833,1739.4,0,0,0,0,0,0.003,0.734,"NAN",0,0.06400979,0.05107182,0.04818916,0.9847448,14.16592,0,0,0,0,0
"2021-10-30 00:00:00",12,13.08,41.31,-155.6,"NAN",0,7.013333,10.81833,148.7,1739.833,0,0,0,0,0,0,0.482,"NAN",0,0.07039598,0.06944215,0.04651743,0.842615,12.15616,0,0,0,0,0
"2021-10-30 01:00:00",13,13.06,41.31,-154.5,"NAN",0,6.858333,10.79333,148.35,1744.783,0,0,0,0,0,0,0.835,"NAN",0,0.04330144,0.04930061,0.02494448,0.7921489,10.95459,0,0,0,0,0
"2021-10-30 02:00:00",14,13.05,41.31,-153.9,"NAN",0,6.736666,10.785,148.0167,1744.717,0,0,0,0,0,0,1.084,"NAN",0,0.02560379,0.04818962,0.03570728,0.8463976,11.71764,0,0,0,0,0
"2021-10-30 03:00:00",15,13.05,41.31,-153.3,"NAN",0,6.593333,10.74667,147.35,1741.933,0,0,0,0,0,0,1.351,"NAN",0,0.02229842,0.05120758,0.04988895,1.152172,15.47457,0,0,0,0,0
"2021-10-30 04:00:00",16,13.04,41.32,-153.1,"NAN",0,6.456666,10.715,146.7667,1741.85,0,0,0,0,0,0.003,1.171,"NAN",0,0.03999939,0.04955351,0.03570728,1.321195,17.85854,0,0,0,0,0
"2021-10-30 05:00:00",17,13.03,41.32,-152.6,"NAN",0,6.328333,10.7,145.6333,1731.283,0,0,0,0,0,0,1.541,"NAN",0,0.045061,0.04861981,0,1.390044,17.11636,0,0,0,0,0
"2021-10-30 06:00:00",18,13.02,41.31,-154,"NAN",0,6.155,10.7,145.5,1734,0,0,0,0,0,0.001,1.715,"NAN",0,0.05423647,0.04974932,0.02581986,1.347838,17.78482,0,0,0,0,0
"2021-10-30 07:00:00",19,13.02,41.31,-154,"NAN",0,6.059999,10.70167,144.8,1727.583,0,0,0,0,0,0,1.531,"NAN",0,0.04119673,0.04898975,0.01280196,1.10755,14.75386,0,0,0,0,0
"2021-10-30 08:00:00",20,13.02,41.31,-155.5,"NAN",0,5.976666,10.69333,144.4333,1723.967,0,0,0,0,0,0,1.113,"NAN",0,0.05423664,0.04229522,0.03091194,1.216096,14.46025,0,0,0,0,0
"2021-10-30 09:00:00",21,13.09,41.31,-157.6,"NAN",0,5.888333,10.68333,143.9,1719.017,0,0,0,0,0,0.001,3.039,"NAN",0,0.0617113,0.03210224,0.03726758,1.059874,15.28124,0,0,0,0,0
"2021-10-30 10:00:00",22,13.91,41.3,-164.8,"NAN",0,5.801667,10.66667,143.7333,1718.583,0,0,0,0,0,0.005,4.925,"NAN",0,0.07591988,0.0128019,0.04714018,1.339983,16.96004,0,0,0,0,0
"2021-10-30 11:00:00",23,13.91,41.28,-178.4,"NAN",0,5.801667,10.66333,144.2,1725.083,0,0,0,0,0,0.006,2.408,"NAN",0,0.07921454,0.0128019,0.04818916,1.137248,17.07854,0,0,0,0,0
"2021-10-30 12:00:00",24,13.9,41.28,-173.9,"NAN",0,5.948333,10.675,145.1667,1735.783,0,0,0,0,0,0.005,3.929,"NAN",0,0.07039539,0.06452814,0.04330102,1.171419,16.97753,0,0,0,0,0
"2021-10-30 13:00:00",25,13.9,41.29,-169.9,"NAN",0,6.241667,10.67833,146.7333,1754.883,0,0,0,0,0,0,2.21,"NAN",0,0.06902074,0.1114925,0.04506148,1.152774,17.75396,0,0,0,0,0
"2021-10-30 14:00:00",26,13.91,41.29,-167.5,"NAN",0,6.651666,10.69667,148.0667,1767.433,0,0,0,0,0,0,1.633,"NAN",0,0.0453377,0.114734,0.01795045,0.7498148,10.67609,0,0,0,0,0
"2021-10-30 15:00:00",27,13.9,41.28,-168.3,"NAN",0,7.045,10.7,148.85,1775.05,0,0,0,0,0,0.003,2.153,"NAN",0,0.05878345,0.1175087,0.03162275,0.8529361,12.36585,0,0,0,0,0
"2021-10-30 16:00:00",28,13.91,41.27,-169.5,"NAN",0,7.318333,10.695,149.1167,1780.133,0,0,0,0,0,0.003,2.597,"NAN",0,0.04506124,0.06950225,0.02179437,0.7547995,9.773206,0,0,0,0,0
"2021-10-30 17:00:00",29,13.74,41.28,-167.3,"NAN",0,7.48,10.70333,149.1,1777.817,0,0,0,0,0,0.005,1.64,"NAN",0,0.04606696,0.03999997,0.02560385,0.6244999,9.992483,0,0,0,0,0
"2021-10-30 18:00:00",30,13.39,41.29,-162.3,"NAN",0,7.496666,10.69667,149.05,1778.867,0,0,0,0,0,0.002,1.362,"NAN",0,0.04769646,0.01795053,0.02560374,0.9205977,12.37668,0,0,0,0,0
"2021-10-30 19:00:00",31,13.24,41.3,-159.1,"NAN",0,7.375,10.68167,148.3,1770.483,0,0,0,0,0,0,0.573,"NAN",0,0.07029649,0.0504149,0.03869373,0.781025,14.5768,0,0,0,0,0
"2021-10-30 20:00:00",32,13.17,41.3,-159,"NAN",0,7.233333,10.67,147.75,1766.4,0,0,0,0,0,0,1,"NAN",0,0.08359918,0.05374855,0.04582549,0.7664855,11.69501,0,0,0,0,0
"2021-10-30 21:00:00",33,13.14,41.3,-159.9,"NAN",0,7.045,10.66333,147.05,1762.15,0,0,0,0,0,0,1.07,"NAN",0,0.06278273,0.06435572,0.04818916,1.086662,14.14193,0,0,0,0,0
"2021-10-30 22:00:00",34,13.12,41.3,-160,"NAN",0,6.851667,10.66,146.4167,1756.05,0,0,0,0,0,0,1.367,"NAN",0,0.07180233,0.04997217,0.04898951,0.9881239,14.98602,0,0,0,0,0
"2021-10-30 23:00:00",35,13.1,41.3,-161.1,"NAN",0,6.716666,10.63833,145.7333,1753.833,0,0,0,0,0,0,1.658,"NAN",0,0.08730567,0.05527721,0.05193453,0.9285592,15.51147,0,0,0,0,0
"2021-10-31 00:00:00",36,13.09,41.3,-161.1,"NAN",0,6.573333,10.61833,145.2333,1749.117,0,0,0,0,0,0.001,0.906,"NAN",0,0.07399344,0.04422162,0.04278479,0.9723968,13.59668,0,0,0,0,0
"2021-10-31 01:00:00",37,13.08,41.31,-159.2,"NAN",0,6.441667,10.59167,144.5,1746.033,0,0,0,0,0,0.004,1.806,"NAN",0,0.07414354,0.04930061,0.03312442,1.132843,16.12241,0,0,0,0,0
"2021-10-31 02:00:00",38,13.06,41.32,-155.4,"NAN",0,6.276666,10.58667,144.0667,1743.467,0,0,0,0,0,0.002,1.698,"NAN",0,0.07272503,0.05281005,0.03399359,0.9637888,14.95935,0,0,0,0,0
"2021-10-31 03:00:00",39,13.04,41.32,-154.7,"NAN",0,6.111666,10.57167,143.3333,1738.033,0,0,0,0,0,0.001,1.511,"NAN",0,0.09128744,0.05505043,0.04506185,1.074968,15.35357,0,0,0,0,0
"2021-10-31 04:00:00",40,13.03,41.32,-155.2,"NAN",0,5.96,10.54,142.5333,1736.033,0,0,0,0,0,0,0.933,"NAN",0,0.06902108,0.04898975,0.05228149,1.146977,15.45096,0,0,0,0,0
"2021-10-31 05:00:00",41,13.02,41.32,-155.4,"NAN",0,5.821666,10.50667,141.9667,1735.083,0,0,0,0,0,0,1.201,"NAN",0,0.04974944,0.04119731,0.03091218,1.23783,16.45326,0,0,0,0,0
"2021-10-31 06:00:00",42,13.01,41.32,-153.2,"NAN",0,5.695,10.50667,141.5667,1731.683,0,0,0,0,0,0.003,1.316,"NAN",0,0.05217511,0.05894919,0.02494448,1.159981,16.18074,0,0,0,0,0
"2021-10-31 07:00:00",43,13.01,41.32,-154.6,"NAN",0,5.558333,10.50167,140.4333,1720.65,0,0,0,0,0,0.002,1.507,"NAN",0,0.06879926,0.04930061,0.03411594,0.9012337,15.62138,0,0,0,0,0
"2021-10-31 08:00:00",44,13,41.32,-155.7,"NAN",0,5.411666,10.49833,140.4667,1724.333,0,0,0,0,0,0,1.094,"NAN",0,0.05107195,0.03210223,0.01280196,1.056199,14.63861,0,0,0,0,0
"2021-10-31 09:00:00",45,13.03,41.32,-157.3,"NAN",0,5.323333,10.5,140.4333,1726.167,0,0,0,0,0,0.003,1.315,"NAN",0,0.04651771,0.04229522,0.01825749,1.269733,17.50635,0,0,0,0,0
"2021-10-31 10:00:00",46,13.41,41.31,-161,"NAN",0,5.3,10.47833,140.2667,1727.7,0,0,0,0,0,0.001,3.343,"NAN",0,0.06244957,0,0.04506186,1.062492,16.52402,0,0,0,0,0
"2021-10-31 11:00:00",47,14.23,41.3,-182.3,"NAN",0,5.3,10.495,140.2,1725.833,0,0,0,0,0,0.004,4.727,"NAN",0,0.05320281,0,0.03378868,1.137248,15.19009,0,0,0,0,0
"2021-10-31 12:00:00",48,14.02,41.3,-171.2,"NAN",0,5.365,10.48833,140.8,1732.417,0,0,0,0,0,0.001,2.999,"NAN",0,0.06435556,0.0510718,0.0411975,1.22202,17.01988,0,0,0,0,0
"2021-10-31 13:00:00",49,13.97,41.3,-172.6,"NAN",0,5.565,10.48333,141.9333,1748.333,0,0,0,0,0,0,4.834,"NAN",0,0.05385127,0.06538342,0.04149982,1.263153,17.38933,0,0,0,0,0
"2021-10-31 14:00:00",50,13.94,41.29,-172.9,"NAN",0,5.798333,10.49333,142.8667,1757.117,0,0,0,0,0,0.002,3.775,"NAN",0,0.05972146,0.07851055,0.03091218,1.117537,16.52583,0,0,0,0,0
"2021-10-31 15:00:00",51,13.9,41.29,-176.1,"NAN",0,6.088333,10.50667,144.5333,1773.483,0,0,0,0,0,0.003,3.793,"NAN",0,0.07118073,0.08961327,0.03091218,1.024153,14.84867,0,0,0,0,0
"2021-10-31 16:00:00",52,13.91,41.28,-176.3,"NAN",0,6.405,10.51833,145.6333,1781.167,0,0,0,0,0,0.001,4.858,"NAN",0,0.06944249,0.08251254,0.0386941,0.8556998,14.48467,0,0,0,0,0
"2021-10-31 17:00:00",53,13.78,41.29,-172.2,"NAN",0,6.643333,10.53333,146.0333,1780.817,0,0,0,0,0,0.003,4.626,"NAN",0,0.06289333,0.05587677,0.05055269,1.182746,17.08459,0,0,0,0,0
"2021-10-31 18:00:00",54,13.41,41.3,-160.5,"NAN",0,6.699999,10.525,145.5,1775.367,0,0,0,0,0,0.003,3.581,"NAN",0,0.06452834,0,0.04699308,0.9398581,15.62366,0,0,0,0,0
"2021-10-31 19:00:00",55,13.25,41.31,-155.9,"NAN",0,6.693333,10.50333,145.4,1778.9,0,0,0,0,0,0.002,1.263,"NAN",0,0.05913744,0.02494436,0.02560392,0.9865766,10.78533,0,0,0,0,0
"2021-10-31 20:00:00",56,13.17,41.32,-153.4,"NAN",0,6.553333,10.48667,144.1333,1770.467,0,0,0,0,0,0.003,1.284,"NAN",0,0.08919368,0.04988872,0.04642813,1.257864,16.45546,0,0,0,0,0
"2021-10-31 21:00:00",57,13.13,41.32,-152.1,"NAN",0,6.33,10.47,142.8,1759.9,0,0,0,0,0,0.002,1.483,"NAN",0,0.07781699,0.07593863,0.04582593,1.045626,16.35308,0,0,0,0,0
"2021-10-31 22:00:00",58,13.1,41.33,-148.6,"NAN",0,6.065,10.445,141.3667,1748.933,0,0,0,0,0,0.001,3.639,"NAN",0,0.08264666,0.08129158,0.04974956,1.064059,15.37624,0,0,0,0,0
"2021-10-31 23:00:00",59,13.08,41.33,-150,"NAN",0,5.805,10.41333,140.1333,1743.083,0,0,0,0,0,0,1.846,"NAN",0,0.08019052,0.07399334,0.03399359,0.9568467,14.56055,0,0,0,0,0
"2021-11-01 00:00:00",60,13.06,41.33,-150.1,"NAN",0,5.551666,10.40667,139.2667,1733.783,0,0,0,0,0,0,1.691,"NAN",0,0.06182404,0.09035417,0.02494448,1.263153,16.97556,0,0,0,0,0
"2021-11-01 01:00:00",61,13.05,41.33,-151.5,"NAN",0,5.315,10.4,138.4667,1725.083,0,0,0,0,0,0.001,1.169,"NAN",0,0.04818963,0.07262928,0,0.9030811,11.62654,0,0,0,0,0
"2021-11-01 02:00:00",62,13.03,41.32,-152,"NAN",0,5.138333,10.4,138.1333,1719.083,0,0,0,0,0,0.001,0.839,"NAN",0,0.05624867,0.05193473,0,1.024153,14.61311,0,0,0,0,0
"2021-11-01 03:00:00",63,13.02,41.32,-155.1,"NAN",0,4.95,10.4,137.6333,1715.317,0,0,0,0,0,0.003,1.736,"NAN",0,0.07226522,0.05916072,0,0.9122621,14.79808,0,0,0,0,0
"2021-11-01 04:00:00",64,13.01,41.31,-159.1,"NAN",0,4.853333,10.4,137.4833,1712.617,0,0,0,0,0,0,1.621,"NAN",0,0.06879948,0.04988872,0,0.7414325,12.01123,0,0,0,0,0
"2021-11-01 05:00:00",65,13,41.31,-162.2,"NAN",0,4.8,10.4,137.5833,1716.383,0,0,0,0,0,0,1.009,"NAN",0,0.06271653,0,0,0.5857095,10.80909,0,0,0,0,0
"2021-11-01 06:00:00",66,13,41.31,-161.7,"NAN",0,4.8,10.4,137.6833,1715.2,0,0,0,0,0,0,2.099,"NAN",0,0.06080502,0,0,0.5624846,10.3679,0,0,0,0,0
"2021-11-01 07:00:00",67,13,41.31,-164.1,"NAN",0,4.8,10.39667,137.65,1720.467,0,0,0,0,0,0.002,0.754,"NAN",0,0.06689569,0,0.01795045,0.5722762,10.75867,0,0,0,0,0
"2021-11-01 08:00:00",68,12.99,41.31,-161.1,"NAN",0,4.8,10.39667,137.4667,1716.733,0,0,0,0,0,0.003,2.368,"NAN",0,0.07717253,0,0.01795045,0.8055364,14.47742,0,0,0,0,0
"2021-11-01 09:00:00",69,13.11,41.31,-161,"NAN",0,4.791667,10.39333,137.7,1721.333,0,0,0,0,0,0.004,1.123,"NAN",0,0.07930281,0.02763865,0.02494424,0.7141429,13.64511,0,0,0,0,0
"2021-11-01 10:00:00",70,13.64,41.3,-165,"NAN",0,4.798333,10.395,137.35,1718.367,0,0,0,0,0,0,2.117,"NAN",0,0.08787651,0.01280196,0.02179437,0.726292,15.16901,0,0,0,0,0
"2021-11-01 11:00:00",71,14.36,41.3,-170.3,"NAN",0,4.833333,10.39333,137.8167,1724.067,0,0,0,0,0,0.002,1.701,"NAN",0,0.08399767,0.04714041,0.02494424,0.865865,14.2043,0,0,0,0,0
"2021-11-01 12:00:00",72,14.3,41.29,-174.4,"NAN",0,4.975,10.39667,138.6,1731,0,0,0,0,0,0.002,3.921,"NAN",0,0.08046769,0.07216871,0.01795045,1.128421,17.76701,0,0,0,0,0
"2021-11-01 13:00:00",73,13.92,41.29,-180.5,"NAN",0,5.201666,10.39833,139.7333,1738.367,0,0,0,0,0,0,2.899,"NAN",0,0.0667502,0.07851055,0.01280184,1.388844,19.63158,0,0,0,0,0
"2021-11-01 14:00:00",74,13.92,41.29,-175.2,"NAN",0,5.501666,10.4,141.9333,1764.517,0,0,0,0,0,0,2.613,"NAN",0,0.05374859,0.100816,0,1.093415,12.95311,0,0,0,0,0
"2021-11-01 15:00:00",75,13.94,41.29,-167.8,"NAN",0,5.798333,10.4,142.6667,1773.483,0,0,0,0,0,0.002,2.212,"NAN",0,0.05320317,0.07414336,0,1.349897,19.34036,0,0,0,0,0
"2021-11-01 16:00:00",76,14,41.3,-162.7,"NAN",0,6.008333,10.4,142.8333,1775.333,0,0,0,0,0,0.001,1.08,"NAN",0,0.04932902,0.05857088,0,0.9860133,13.74247,0,0,0,0,0
"2021-11-01 17:00:00",77,13.59,41.3,-160.8,"NAN",0,6.11,10.42333,143.1333,1774.433,0,0,0,0,0,0,0.918,"NAN",0,0.06435537,0.02999997,0.04229542,1.17568,18.65598,0,0,0,0,0
"2021-11-01 18:00:00",78,13.34,41.31,-158,"NAN",0,6.193333,10.40333,142.7667,1772.767,0,0,0,0,0,0.003,0.67,"NAN",0,0.05217498,0.02494437,0.01795061,1.038696,16.22382,0,0,0,0,0
"2021-11-01 19:00:00",79,13.21,41.31,-156.3,"NAN",0,6.176666,10.41,142.5,1767.467,0,0,0,0,0,0,0.738,"NAN",0,0.04651737,0.04229522,0.03000011,0.9398581,14.67023,0,0,0,0,0
"2021-11-01 20:00:00",80,13.15,41.31,-155.5,"NAN",0,6.106667,10.4,142.3667,1767.333,0,0,0,0,0,0,0.867,"NAN",0,0.03858627,0.02494436,0,0.9994442,13.69996,0,0,0,0,0
"2021-11-01 21:00:00",81,13.12,41.32,-154.1,"NAN",0,6.078333,10.40167,141.7333,1761.817,0,0,0,0,0,0.002,0.91,"NAN",0,0.0562486,0.04119731,0.01280196,0.8537499,11.89607,0,0,0,0,0
"2021-11-01 22:00:00",82,13.1,41.32,-154.5,"NAN",0,6,10.4,141.2667,1757.117,0,0,0,0,0,0,0.635,"NAN",0,0.06377066,0,0,1.093415,14.58091,0,0,0,0,0
"2021-11-01 23:00:00",83,13.08,41.32,-152.5,"NAN",0,5.911666,10.39833,140.8333,1758.667,0,0,0,0,0,0,1.115,"NAN",0,0.05734905,0.03210223,0.01280184,1.227011,17.74417,0,0,0,0,0
"2021-11-02 00:00:00",84,13.06,41.32,-152.9,"NAN",0,5.808333,10.4,140.4333,1751.85,0,0,0,0,0,0,0.338,"NAN",0,0.05099039,0.0276385,0,0.9723968,13.71353,0,0,0,0,0
"2021-11-02 01:00:00",85,13.05,41.32,-153.5,"NAN",0,5.735,10.40167,140.3333,1752.8,0,0,0,0,0,0,0.969,"NAN",0,0.04459699,0.04769713,0.01280196,0.9067647,12.5297,0,0,0,0,0
"2021-11-02 02:00:00",86,13.03,41.32,-155.7,"NAN",0,5.646667,10.39833,139.9333,1750.467,0,0,0,0,0,0,0.43,"NAN",0,0.04533841,0.04988872,0.01280184,0.8137704,11.12724,0,0,0,0,0
"2021-11-02 03:00:00",87,13.02,41.32,-155,"NAN",0,5.599999,10.395,140.0667,1753.1,0,0,0,0,0,0,0.895,"NAN",0,0.05587706,0,0.02179437,1.209224,18.81905,0,0,0,0,0
"2021-11-02 04:00:00",88,13.01,41.32,-156.5,"NAN",0,5.511666,10.39667,139.6833,1749.667,0,0,0,0,0,0,0.276,"NAN",0,0.06236119,0.03210223,0.01795045,1.231417,18.62943,0,0,0,0,0
"2021-11-02 05:00:00",89,13,41.32,-157.1,"NAN",0,5.438333,10.39833,139.4,1746.25,0,0,0,0,0,0,0.67,"NAN",0,0.05107204,0.04861979,0.01280184,1.171893,16.08998,0,0,0,0,0
"2021-11-02 06:00:00",90,13,41.32,-156.7,"NAN",0,5.4,10.39167,139.2833,1748.417,0,0,0,0,0,0,0.73,"NAN",0,0.0634869,0,0.02763838,1.279214,17.76635,0,0,0,0,0
"2021-11-02 07:00:00",91,12.99,41.32,-156.4,"NAN",0,5.36,10.38833,139.2333,1749.317,0,0,0,0,0,0,0.848,"NAN",0,0.06548985,0.04898975,0.03210208,1.216096,16.78143,0,0,0,0,0
"2021-11-02 08:00:00",92,12.98,41.33,-152.6,"NAN",0,5.3,10.385,138.7,1744.317,0,0,0,0,0,0.003,1.185,"NAN",0,0.06699943,0,0.03570693,1.187434,17.83395,0,0,0,0,0
"2021-11-02 09:00:00",93,13.06,41.33,-150.2,"NAN",0,5.213333,10.37333,138.2833,1743.367,0,0,0,0,0,0,2.413,"NAN",0,0.06706158,0.03399358,0.04422141,0.9676719,13.27023,0,0,0,0,0
"2021-11-02 10:00:00",94,14.03,41.35,-156.5,"NAN",0,5.113333,10.37,137.65,1735.817,0,0,0,0,0,0.078,2.971,"NAN",0,0.06080502,0.03399342,0.04582549,0.8529361,12.4773,0,0,0,0,0
"2021-11-02 11:00:00",95,14.42,41.53,-158.8,"NAN",0,5.101666,10.34833,137.9667,1743.383,0,0,0,0,0,0.147,3.192,"NAN",0,0.08264739,0.0128019,0.0532027,0.7951241,15.15156,0,0,0,0,0
"2021-11-02 12:00:00",96,13.97,41.74,-165.4,"NAN",0,5.213333,10.36333,138.8667,1750.967,0,0,0,0,0,0.138,3.269,"NAN",0,0.07483343,0.05617445,0.04818916,1.056199,16.77694,0,0,0,0,0
"2021-11-02 13:00:00",97,13.97,41.42,-166.1,"NAN",0,5.455,10.39333,140.3667,1761.433,0,0,0,0,0,0.126,5.617,"NAN",0,0.06675018,0.103963,0.02494422,1.124969,17.48653,0,0,0,0,0
"2021-11-02 14:00:00",98,14,41.3,-164.3,"NAN",0,5.776666,10.4,141.8667,1773.8,0,0,0,0,0,0.022,0.832,"NAN",0,0.04725833,0.09195419,0,1.087301,14.42428,0,0,0,0,0
"2021-11-02 15:00:00",99,14,41.3,-167.1,"NAN",0,6.031667,10.4,142.9,1783.15,0,0,0,0,0,0,1.491,"NAN",0,0.05217511,0.06950212,0,1.121011,14.37686,0,0,0,0,0
"2021-11-02 16:00:00",100,14,41.3,-167.9,"NAN",0,6.255,10.39833,143.4333,1789.217,0,0,0,0,0,0,1.316,"NAN",0,0.06605998,0.04974956,0.01280184,1.10101,14.30395,0,0,0,0,0
"2021-11-02 17:00:00",101,13.79,41.3,-168.7,"NAN",0,6.416667,10.4,143.3333,1784.867,0,0,0,0,0,0,1.428,"NAN",0,0.05894935,0.04887621,0,1.074968,16.89326,0,0,0,0,0
"2021-11-02 18:00:00",102,13.46,41.3,-166.3,"NAN",0,6.5,10.4,144.0667,1792.517,0,0,0,0,0,0.005,2.335,"NAN",0,0.0587842,0,0,1.152774,16.74265,0,0,0,0,0
"2021-11-02 19:00:00",103,13.28,41.32,-158.6,"NAN",0,6.506667,10.4,143.5,1786.767,0,0,0,0,0,0.003,1.87,"NAN",0,0.06446384,0.02494437,0,1.072381,16.93258,0,0,0,0,0
"2021-11-02 20:00:00",104,13.19,41.33,-155.7,"NAN",0,6.4,10.40167,142.1,1774.917,0,0,0,0,0,0.022,2.891,"NAN",0,0.05467082,0.06831294,0.01280196,1.434108,15.89475,0,0,0,0,0
"2021-11-02 21:00:00",105,13.14,41.44,-158.8,"NAN",0,6.184999,10.40333,140.8667,1764.433,0,0,0,0,0,0.144,2.799,"NAN",0,0.07851054,0.07708229,0.01795062,1.117537,15.81599,0,0,0,0,0
"2021-11-02 22:00:00",106,13.11,41.87,-167.8,"NAN",0,5.971666,10.39167,139.7,1756.883,0,0,0,0,0,0.137,2.649,"NAN",0,0.05423734,0.06605967,0.02763838,1.201388,16.1659,0,0,0,0,0
"2021-11-02 23:00:00",107,13.09,41.99,-179,"NAN",0,5.775,10.38333,139.1667,1753.25,0,0,0,0,0,0.03,2.156,"NAN",0,0.05565291,0.05361918,0.03726758,1.171419,17.1587,0,0,0,0,0
"2021-11-03 00:00:00",108,13.07,42,-178,"NAN",0,5.633333,10.35167,139.05,1757.6,0,0,0,0,0,0,1.518,"NAN",0,0.06189172,0.04714041,0.04997193,1.023474,16.31482,0,0,0,0,0
"2021-11-03 01:00:00",109,13.05,42,-176.5,"NAN",0,5.465,10.34,138.7,1755.45,0,0,0,0,0,0,2.787,"NAN",0,0.06706158,0.06278263,0.04898951,1.1,16.36605,0,0,0,0,0
"2021-11-03 02:00:00",110,13.03,42,-173.4,"NAN",0,5.34,10.31333,138.0333,1751.45,0,0,0,0,0,0.001,1.837,"NAN",0,0.05913744,0.04898975,0.03858595,0.7520342,12.00476,0,0,0,0,0
"2021-11-03 03:00:00",111,13.02,41.99,-170.9,"NAN",0,5.228333,10.305,137.5667,1751.2,0,0,0,0,0,0.037,2.501,"NAN",0,0.0825127,0.04506185,0.04252441,0.6674995,12.86313,0,0,0,0,0
